Food_code,Main_food_description,FII,FII score,,
11710929,"Infant formula, powder, made with baby water (Gerber Good Start Protect)",-0.1708976,6.86695014,,
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",-0.17139267,6.87690025,,
11710935,"Infant formula, premature, powder, made with water",-0.28391019,9.13830892,,
11710940,"Infant formula, NS as to form (Gerber Graduates Protect)",-0.17139267,6.87690025,,
11710945,"Infant formula, premature, ready-to-feed",-0.28391019,9.13830892,,
11710954,"Infant formula, organic, powder, made with water",-0.18744442,7.19951276,,
11710955,"Infant formula, organic, ready-to-feed",-0.18744442,7.19951276,,
11710960,"Infant formula, NS as to form (Store Brand)",-0.18896334,7.23004056,,
11710961,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",-0.18896334,7.23004056,,
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",-0.18896334,7.23004056,,
11710963,"Infant formula, ready-to-feed (Store Brand)",-0.18896334,7.23004056,,
11710964,"Infant formula, liquid concentrate, made with tap water (Store Brand)",-0.18896334,7.23004056,,
11710965,"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",-0.1886788,7.2243217,,
11710966,"Infant formula, liquid concentrate, made with baby water (Store Brand)",-0.18752642,7.20116082,,
11710967,"Infant formula, powder, made with tap water (Store Brand)",-0.18896334,7.23004056,,
11710968,"Infant formula, powder, made with plain bottled water (Store Brand)",-0.1886788,7.2243217,,
11710969,"Infant formula, powder, made with baby water (Store Brand)",-0.18752642,7.20116082,,
11710970,"Infant formula, store brand, gentle or sensitivity",-0.17469812,6.94333417,,
11710980,"Infant formula, store brand, added rice",-0.17001693,6.84925013,,
11720310,"Infant formula, NS as to form (Enfamil ProSobee)",-1.23786163,28.3110921,,
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",-1.23786163,28.3110921,,
11720312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",-1.23786163,28.3110921,,
11720313,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",-1.23786163,28.3110921,,
11720314,"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",-1.23786163,28.3110921,,
11720315,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",-1.23901401,28.3342529,,
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",-1.23670925,28.2879312,,
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",-1.23786163,28.3110921,,
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",-1.23901401,28.3342529,,
11720319,"Infant formula, powder, made with baby water (Enfamil ProSobee)",-1.23670925,28.2879312,,
11720320,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",-1.35234326,30.611976,,
11720323,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",-1.35234326,30.611976,,
11720410,"Infant formula, NS as to form (Similac Isomil Soy)",-1.48076506,33.1930331,,
11720411,"Infant formula, ready-to-feed (Similac Isomil Soy)",-1.48076506,33.1930331,,
11720412,"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",-1.48076506,33.1930331,,
11720413,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",-1.48076506,33.1930331,,
11720414,"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",-1.48076506,33.1930331,,
11720415,"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",-1.48163289,33.2104752,,
11720416,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",-1.47932813,33.1641534,,
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",-1.48076506,33.1930331,,
11720418,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",-1.48163289,33.2104752,,
11720419,"Infant formula, powder, made with baby water (Similac Isomil Soy)",-1.47932813,33.1641534,,
11720430,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",-0.15500255,6.54748703,,
11720431,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",-0.15500255,6.54748703,,
11720610,"Infant formula, NS as to form (Gerber Good Start Soy)",-1.57231264,35.032982,,
11720611,"Infant formula, ready-to-feed (Gerber Good Start Soy)",-1.57231264,35.032982,,
11720612,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",-1.57231264,35.032982,,
11720613,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",-1.57231264,35.032982,,
11720614,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",-1.57231264,35.032982,,
11720615,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",-1.57318047,35.050424,,
11720616,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",-1.57087571,35.0041022,,
11720617,"Infant formula, powder, made with tap water (Gerber Good Start Soy)",-1.57231264,35.032982,,
11720618,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",-1.57318047,35.050424,,
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",-1.57087571,35.0041022,,
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",-1.54646015,34.5133915,,
11720800,"Infant formula, NS as to form (Store Brand Soy)",-1.3560876,30.6872307,,
11720801,"Infant formula, ready-to-feed (Store brand Soy)",-1.3560876,30.6872307,,
11720802,"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",-1.3560876,30.6872307,,
11720803,"Infant formula, powder, made with water, NFS (Store Brand Soy)",-1.3560876,30.6872307,,
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",-1.3560876,30.6872307,,
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",-1.35695544,30.7046727,,
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",-1.35465067,30.6583509,,
11740310,"Infant formula, NS as to form (Enfamil Nutramigen)",-0.18331854,7.11658977,,
11740311,"Infant formula, ready-to-feed (Enfamil Nutramigen)",-0.18331854,7.11658977,,
11740312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",-0.18331854,7.11658977,,
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",-0.18331854,7.11658977,,
11740320,"Infant formula, NS as to form (PurAmino)",-0.16768137,6.80230943,,
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",-0.16768137,6.80230943,,
11740400,"Infant formula, NS as to form (Enfamil Pregestimil)",-0.23853012,8.22624758,,
11740401,"Infant formula, ready-to-feed (Enfamil Pregestimil)",-0.23853012,8.22624758,,
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",-0.23853012,8.22624758,,
11740405,"Infant formula, amino acids",-0.16624444,6.77342967,,
11740511,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",-0.54766462,14.4393193,,
11740521,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",-0.54426462,14.3709851,,
11740560,"Infant formula, low iron",-0.20603111,7.57307334,,
11810000,"Milk, dry, not reconstituted, NS as to fat content",-0.97217483,22.9712443,,
11811000,"Milk, dry, not reconstituted, whole",-0.36371804,10.7423094,,
11812000,"Milk, dry, not reconstituted, low fat (1%)",-0.95870682,22.7005605,,
11813000,"Milk, dry, not reconstituted, fat free (skim)",-0.97217483,22.9712443,,
11825000,"Whey, sweet, dry",-0.47822178,13.0436376,,
11830100,"Hot chocolate / Cocoa, dry mix, not reconstituted",-0.67611549,17.0209607,,
11830115,"Hot chocolate / Cocoa, dry mix, no sugar added, not reconstituted",-0.81051193,19.722098,,
11830150,"Cocoa powder, not reconstituted",-5.93203572,100,,
11830160,"Chocolate beverage powder, dry mix, not reconstituted",-0.75488585,18.6041096,,
11830165,"Chocolate beverage powder, reduced sugar, dry mix, not reconstituted",-2.38300422,51.3264886,,
11830260,"Milk, malted, dry mix, not reconstituted",-3.2846611,69.4482409,,
11830400,"Strawberry beverage powder, dry mix, not reconstituted",0.096667885,1.48934414,,
12100100,"Cream, NS as to light, heavy, or half and half",0.039824693,2.63179453,,
12110100,"Cream, light",0.053098036,2.36502316,,
12120100,"Cream, half and half",0.039824693,2.63179453,,
12120106,"Cream, half and half, flavored",0.039446676,2.63939202,,
12120110,"Cream, half and half, fat free",-0.0487595,4.41218438,,
12130100,"Cream, heavy",0.182430631,1,,
12140000,"Cream, whipped",0.177132262,1,,
12200100,"Coffee creamer, NFS",0.061266749,2.20084608,,
12210200,"Coffee creamer, liquid",0.061266749,2.20084608,,
12210210,"Coffee creamer, liquid, flavored",-0.38771725,11.2246521,,
12210260,"Coffee creamer, liquid, fat free",0.00668011,3.29794364,,
12210270,"Coffee creamer, liquid, fat free, flavored",0.030808756,2.81299935,,
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",0.00668011,3.29794364,,
12210310,"Coffee creamer, liquid, sugar free, flavored",0.00668011,3.29794364,,
12210400,"Coffee creamer, powder",0.473677869,1,,
12210420,"Coffee creamer, powder, flavored",0.390032098,1,,
12210430,"Coffee creamer, powder, fat free",0.193938548,1,,
12210440,"Coffee creamer,powder, fat free, flavored",0.193938548,1,,
12210505,"Coffee creamer,powder, sugar free, flavored",0.473677869,1,,
12210520,"Coffee creamer, soy, liquid",0.061266749,2.20084608,,
12220200,Whipped topping,0.364964706,1,,
12220270,"Whipped topping, fat free",0.185928529,1,,
12220280,"Whipped topping, sugar free",0.185928529,1,,
12310100,Sour cream,0.106525885,1.29121529,,
12310200,"Sour cream, half and half",0.016304286,3.10451425,,
12310300,"Sour cream, reduced fat",0.019751152,3.03523817,,
12310350,"Sour cream, light",0.013689405,3.15706886,,
12310370,"Sour cream, fat free",-0.05554057,4.54847231,,
12320100,"Sour cream, imitation",0.330940155,1,,
12350010,"Dip, NFS",-1.66596291,36.9151914,,
12350200,"Chipotle dip, regular",-1.6499436,36.5932309,,
12350205,"Chipotle dip, light",-0.47805937,13.0403735,,
12350210,"Dill dip, regular",-1.67193809,37.0352822,,
12350215,"Dill dip, light",-0.49890648,13.4593645,,
12350220,"Onion dip, regular",-1.3518741,30.6025465,,
12350225,"Onion dip, light",-0.43352142,12.1452373,,
12350230,"Ranch dip, regular",-1.66596291,36.9151914,,
12350235,"Ranch dip, light",-0.49279455,13.3365252,,
12350240,"Spinach dip, regular",-1.40248008,31.6196398,,
12350245,"Spinach dip, light",-0.48302219,13.1401177,,
12350250,"Vegetable dip, regular",-1.67193809,37.0352822,,
12350255,"Vegetable dip, light",-0.49890648,13.4593645,,
13110000,"Ice cream, NFS",-0.0202288,3.83876653,,
13110100,"Ice cream, regular, flavors other than chocolate",-0.01753123,3.78454983,,
13110102,"Ice cream, vanilla, with additional ingredients",-0.04015665,4.23928204,,
13110110,"Ice cream, regular, chocolate",-0.12428058,5.9300283,,
13110112,"Ice cream, chocolate, with additional ingredients",-0.13814413,6.20866185,,
13110120,"Ice cream, rich, flavors other than chocolate",0.046514054,2.49734988,,
13110130,"Ice cream, rich, chocolate",-0.10868482,5.61658037,,
13110140,"Ice cream, rich, NS as to flavor",0.046514054,2.49734988,,
13110200,"Ice cream, soft serve, flavors other than chocolate",-0.01753123,3.78454983,,
13110210,"Ice cream, soft serve, chocolate",-0.05597594,4.55722248,,
13110220,"Ice cream, soft serve, NS as to flavor",-0.01753123,3.78454983,,
13110310,"Ice cream, no sugar added, NS as to flavor",-0.09732915,5.38835095,,
13110320,"Ice cream, no sugar added, flavors other than chocolate",-0.09732915,5.38835095,,
13110330,"Ice cream, no sugar added, chocolate",-0.19402134,7.33169764,,
13110460,"Gelato, vanilla",0.046514054,2.49734988,,
13110470,"Gelato, chocolate",-0.10868482,5.61658037,,
13120050,"Ice cream bar or stick, not chocolate covered or cake covered",-0.01753123,3.78454983,,
13120100,"Ice cream bar or stick, chocolate covered",-0.02921006,4.01927426,,
13120110,"Ice cream bar or stick, chocolate or caramel covered, with nuts",0.002752611,3.37687961,,
13120120,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering",-0.37779225,11.0251767,,
13120121,"Ice cream bar or stick, rich ice cream, thick chocolate covering",-0.03148407,4.06497791,,
13120130,"Ice cream bar or stick, rich ice cream, chocolate covered, with nuts",-0.03003006,4.03575481,,
13120140,"Ice cream bar or stick, chocolate ice cream, chocolate covered",-0.12210789,5.88636088,,
13120300,"Ice cream bar, cake covered",-0.32151904,9.89418212,,
13120310,"Ice cream bar, stick or nugget, with crunch coating",0.123984675,1,,
13120400,Ice cream bar or stick with fruit,-0.11590927,5.76177932,,
13120500,Ice cream sandwich,-0.25122172,8.4813268,,
13120510,"Ice cream sandwich, chocolate",-0.22854834,8.02563081,,
13120550,Ice cream cookie sandwich,-0.16227252,6.69360095,,
13120700,"Ice cream cone with nuts, flavors other than chocolate",-0.25400519,8.53726986,,
13120710,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",-0.11194707,5.682146,,
13120720,"Ice cream cone, chocolate covered or dipped, flavors other than chocolate",-0.14306713,6.30760564,,
13120730,"Ice cream cone, no topping, flavors other than chocolate",-0.03946832,4.22544769,,
13120735,"Ice cream cone, scooped, vanilla, waffle cone",-0.03461197,4.12784346,,
13120740,"Ice cream cone, no topping, NS as to flavor",-0.04827733,4.40249374,,
13120750,"Ice cream cone with nuts, chocolate ice cream",-0.27755765,9.01063381,,
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",-0.16173411,6.68277969,,
13120770,"Ice cream cone, no topping, chocolate ice cream",-0.10160353,5.47425848,,
13120775,"Ice cream cone, scooped, chocolate, waffle cone",-0.13602827,6.16613654,,
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",-0.3541355,10.5497168,,
13120782,"Ice cream cone, soft serve, vanilla",-0.06737508,4.78632562,,
13120784,"Ice cream cone, soft serve, chocolate",-0.06016439,4.64140314,,
13120786,"Ice cream cone, soft serve, vanilla, waffle cone",-0.06830679,4.80505133,,
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",-0.06199704,4.67823629,,
13120790,Ice cream sundae cone,-0.11709072,5.78552442,,
13120792,"Ice cream cone, chocolate, prepackaged",-0.16867218,6.82222296,,
13120800,"Ice cream soda, flavors other than chocolate",-1.89E-05,3.43258222,,
13120810,"Ice cream soda, chocolate",-0.02969269,4.02897432,,
13121000,"Ice cream sundae, NS as to topping, with whipped cream",-0.03104963,4.05624658,,
13121100,"Ice cream sundae, fruit topping, with whipped cream",0.00453575,3.34104158,,
13121120,Banana split,-0.09532902,5.34815176,,
13121200,"Ice cream sundae, prepackaged type, flavors other than chocolate",-0.07347167,4.90885654,,
13121300,"Ice cream sundae, chocolate or fudge topping, with whipped cream",-0.03639836,4.16374681,,
13121400,"Ice cream sundae, not fruit or chocolate topping, with whipped cream",0.036134908,2.70595286,,
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",-0.07257355,4.89080595,,
13122100,"Ice cream pie, no crust",0.008001339,3.27138921,,
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",-0.06081857,4.65455105,,
13126000,"Ice cream, fried",-0.19671008,7.38573671,,
13127000,"Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate",-0.01753123,3.78454983,,
13127010,"Dippin' Dots, flash frozen ice cream snacks, chocolate",-0.07489295,4.93742176,,
13130100,"Light ice cream, NS as to flavor",-0.05413752,4.52027342,,
13130300,"Light ice cream, flavors other than chocolate",-0.05413752,4.52027342,,
13130310,"Light ice cream, chocolate",-0.04376424,4.31178829,,
13130320,"Light ice cream, no sugar added, NS as to flavor",0.031687097,2.79534621,,
13130330,"Light ice cream, no sugar added, flavors other than chocolate",0.031687097,2.79534621,,
13130340,"Light ice cream, no sugar added, chocolate",-0.05688626,4.57551834,,
13130590,"Light ice cream, soft serve, NS as to flavor",-0.01650746,3.76397383,,
13130600,"Light ice cream, soft serve, flavors other than chocolate",-0.01650746,3.76397383,,
13130610,"Light ice cream, soft serve, chocolate",-0.09060207,5.25314803,,
13130620,"Light ice cream, soft serve cone, flavors other than chocolate",0.006721906,3.29710361,,
